"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00166130","CHALMETTE, LA US","2018-08-06","0.00","0.0","0.0","92","76","78"
"USC00166130","CHALMETTE, LA US","2018-08-07","0.50","0.0","0.0","92","77","78"
"USC00166130","CHALMETTE, LA US","2018-08-08","0.00","0.0","0.0","92","76","78"
"USC00166130","CHALMETTE, LA US","2018-08-09","0.00","0.0","0.0","93","77","79"
"USC00166130","CHALMETTE, LA US","2018-08-10","0.01","0.0","0.0","91","77","79"
"USC00166130","CHALMETTE, LA US","2018-08-11","0.85","0.0","0.0","91","75","78"
"USC00166130","CHALMETTE, LA US","2018-08-12","1.05","0.0","0.0","92","75","77"
"USC00166130","CHALMETTE, LA US","2018-08-13","0.00","0.0","0.0","94","76","77"
"USC00166130","CHALMETTE, LA US","2018-08-14","0.01","0.0","0.0","94","77","78"
"USC00166130","CHALMETTE, LA US","2018-08-15","0.00","0.0","0.0","94","77","79"
"USC00166130","CHALMETTE, LA US","2018-08-16","0.00","0.0","0.0","96","79","79"
"USC00166130","CHALMETTE, LA US","2018-08-17","0.38","0.0","0.0","92","77","79"
"USC00166130","CHALMETTE, LA US","2018-08-18","2.33","0.0","0.0","89","77","77"
"USC00166130","CHALMETTE, LA US","2018-08-19","1.66","0.0","0.0","90","75","77"
"USC00166130","CHALMETTE, LA US","2018-08-20","0.25","0.0","0.0","90","77","79"
"USC00166130","CHALMETTE, LA US","2018-08-21","0.00","0.0","0.0","93","77","79"
"USC00166130","CHALMETTE, LA US","2018-08-22","0.00","0.0","0.0","92","77","77"
"USC00166130","CHALMETTE, LA US","2018-08-23","0.00","0.0","0.0","94","75","75"
"USC00166130","CHALMETTE, LA US","2018-08-24","0.00","0.0","0.0","92","75","76"
"USC00166130","CHALMETTE, LA US","2018-08-25","0.00","0.0","0.0","93","75","76"
"USC00166130","CHALMETTE, LA US","2018-08-26","0.01","0.0","0.0","92","76","78"
"USC00166130","CHALMETTE, LA US","2018-08-27","0.07","0.0","0.0","92","76","77"
"USC00166130","CHALMETTE, LA US","2018-08-28","1.22","0.0","0.0","91","76","77"
"USC00166130","CHALMETTE, LA US","2018-08-29","0.37","0.0","0.0","85","76","78"
"USC00166130","CHALMETTE, LA US","2018-08-30","0.16","0.0","0.0","90","75","76"
"USC00166130","CHALMETTE, LA US","2018-08-31","0.03","0.0","0.0","91","74","75"
"USC00166130","CHALMETTE, LA US","2018-09-01","0.50","0.0","0.0","86","75","76"
"USC00166130","CHALMETTE, LA US","2018-09-02","0.30","0.0","0.0","85","76","76"
"USC00166130","CHALMETTE, LA US","2018-09-03","0.64","0.0","0.0","87","75","76"
"USC00166130","CHALMETTE, LA US","2018-09-04","0.16","0.0","0.0","91","76","79"
"USC00166130","CHALMETTE, LA US","2018-09-05","0.02","0.0","0.0","89","73","74"
"USC00166130","CHALMETTE, LA US","2018-09-06","0.00","0.0","0.0","91","73","77"
"USC00166130","CHALMETTE, LA US","2018-09-07","0.53","0.0","0.0","86","75","77"
"USC00166130","CHALMETTE, LA US","2018-09-08","0.00","0.0","0.0","92","75","76"
"USC00166130","CHALMETTE, LA US","2018-09-09","0.00","0.0","0.0","92","75","76"
"USC00166130","CHALMETTE, LA US","2018-09-10","0.03","0.0","0.0","92","76","78"
"USC00166130","CHALMETTE, LA US","2018-09-11","0.64","0.0","0.0","91","73","75"
"USC00166130","CHALMETTE, LA US","2018-09-12","0.96","0.0","0.0","90","74","78"
"USC00166130","CHALMETTE, LA US","2018-09-13","0.00","0.0","0.0","91","77","78"
"USC00166130","CHALMETTE, LA US","2018-09-14","0.00","0.0","0.0","91","75","76"
"USC00166130","CHALMETTE, LA US","2018-09-15","0.00","0.0","0.0","95","76","78"
"USC00166130","CHALMETTE, LA US","2018-09-16","0.00","0.0","0.0","96","78","80"
"USC00166130","CHALMETTE, LA US","2018-09-17","0.00","0.0","0.0","98","80","81"
"USC00166130","CHALMETTE, LA US","2018-09-18","0.00","0.0","0.0","99","77","77"
"USC00166130","CHALMETTE, LA US","2018-09-19","0.00","0.0","0.0","96","77","78"
"USC00166130","CHALMETTE, LA US","2018-09-20","0.00","0.0","0.0","98","77","78"
"USC00166130","CHALMETTE, LA US","2018-09-21","0.01","0.0","0.0","92","78","79"
"USC00166130","CHALMETTE, LA US","2018-09-22","0.03","0.0","0.0","92","77","77"
"USC00166130","CHALMETTE, LA US","2018-09-23","0.01","0.0","0.0","91","75","76"
"USC00166130","CHALMETTE, LA US","2018-09-24","0.00","0.0","0.0","90","75","76"
"USC00166130","CHALMETTE, LA US","2018-09-25","0.01","0.0","0.0","89","76","76"
"USC00166130","CHALMETTE, LA US","2018-09-26","0.04","0.0","0.0","88","75","76"
"USC00166130","CHALMETTE, LA US","2018-09-27","0.41","0.0","0.0","86","75","76"
"USC00166130","CHALMETTE, LA US","2018-09-28","0.50","0.0","0.0","81","73","74"
"USC00166130","CHALMETTE, LA US","2018-09-29","0.43","0.0","0.0","88","74","75"
"USC00166130","CHALMETTE, LA US","2018-09-30","0.03","0.0","0.0","86","75","77"
"USC00166130","CHALMETTE, LA US","2018-10-01","0.55","0.0","0.0","86","74","76"
"USC00166130","CHALMETTE, LA US","2018-10-02","0.57","0.0","0.0","89","75","77"
"USC00166130","CHALMETTE, LA US","2018-10-03","0.00","0.0","0.0","92","75","75"
"USC00166130","CHALMETTE, LA US","2018-10-04","0.00","0.0","0.0","87","73","73"
"USC00166130","CHALMETTE, LA US","2018-10-05","0.00","0.0","0.0","90","73","74"
"USC00166130","CHALMETTE, LA US","2018-10-06","0.00","0.0","0.0","89","74","75"
"USC00166130","CHALMETTE, LA US","2018-10-07","2.62","0.0","0.0","91","73","73"
"USC00166130","CHALMETTE, LA US","2018-10-08","0.02","0.0","0.0","90","73","77"
"USC00166130","CHALMETTE, LA US","2018-10-09","0.58","0.0","0.0","88","74","77"
"USC00166130","CHALMETTE, LA US","2018-10-10","0.06","0.0","0.0","85","74","74"
"USC00166130","CHALMETTE, LA US","2018-10-11","0.00","0.0","0.0","90","70","70"
"USC00166130","CHALMETTE, LA US","2018-10-12","0.00","0.0","0.0","85","61","61"
"USC00166130","CHALMETTE, LA US","2018-10-13","0.00","0.0","0.0","80","61","62"
"USC00166130","CHALMETTE, LA US","2018-10-14","0.00","0.0","0.0","83","62","69"
"USC00166130","CHALMETTE, LA US","2018-10-15","0.00","0.0","0.0","87","69","73"
"USC00166130","CHALMETTE, LA US","2018-10-16","3.68","0.0","0.0","87","73","74"
"USC00166130","CHALMETTE, LA US","2018-10-17","0.00","0.0","0.0","89","74","74"
"USC00166130","CHALMETTE, LA US","2018-10-18","0.00","0.0","0.0","78","64","64"
"USC00166130","CHALMETTE, LA US","2018-10-19","0.00","0.0","0.0","86","64","67"
"USC00166130","CHALMETTE, LA US","2018-10-20","0.00","0.0","0.0","86","67","78"
"USC00166130","CHALMETTE, LA US","2018-10-21","0.07","0.0","0.0","85","69","70"
"USC00166130","CHALMETTE, LA US","2018-10-22","0.00","0.0","0.0","71","63","70"
"USC00166130","CHALMETTE, LA US","2018-10-23","0.14","0.0","0.0","73","70","72"
"USC00166130","CHALMETTE, LA US","2018-10-24","0.42","0.0","0.0","74","67","73"
"USC00166130","CHALMETTE, LA US","2018-10-25","0.39","0.0","0.0","75","73","73"
"USC00166130","CHALMETTE, LA US","2018-10-26","1.01","0.0","0.0","80","66","67"
"USC00166130","CHALMETTE, LA US","2018-10-27","0.00","0.0","0.0","71","57","57"
"USC00166130","CHALMETTE, LA US","2018-10-28","0.00","0.0","0.0","76","57","66"
"USC00166130","CHALMETTE, LA US","2018-10-29","0.00","0.0","0.0","83","66","68"
"USC00166130","CHALMETTE, LA US","2018-10-30","0.00","0.0","0.0","85","66","70"
"USC00166130","CHALMETTE, LA US","2018-10-31","0.00","0.0","0.0","82","70","73"
"USC00166130","CHALMETTE, LA US","2018-11-01","1.66",,,"84","66","68"
"USC00166130","CHALMETTE, LA US","2018-11-02","0.99",,,"84","55","55"
"USC00166130","CHALMETTE, LA US","2018-11-03","0.00",,,"78","53","64"
"USC00166130","CHALMETTE, LA US","2018-11-04","0.00",,,"68","64","66"
"USC00166130","CHALMETTE, LA US","2018-11-05","1.11",,,"74","64","72"
"USC00166130","CHALMETTE, LA US","2018-11-06","0.44",,,"79","72","75"
"USC00166130","CHALMETTE, LA US","2018-11-07","0.42",,,"83","72","77"
"USC00166130","CHALMETTE, LA US","2018-11-08","0.55",,,"83","71","74"
"USC00166130","CHALMETTE, LA US","2018-11-09","0.02",,,"79","69","72"
"USC00166130","CHALMETTE, LA US","2018-11-10","0.44",,,"73","48","52"
"USC00166130","CHALMETTE, LA US","2018-11-11","0.00",,,"58","49","53"
"USC00166130","CHALMETTE, LA US","2018-11-12","0.26",,,"65","53","58"
"USC00166130","CHALMETTE, LA US","2018-11-13","0.49",,,"74","48","49"
"USC00166130","CHALMETTE, LA US","2018-11-14","0.22",,,"58","40","40"
"USC00166130","CHALMETTE, LA US","2018-11-15","0.00",,,"41","36","37"
"USC00166130","CHALMETTE, LA US","2018-11-16","0.00",,,"55","35","40"
"USC00166130","CHALMETTE, LA US","2018-11-17","0.00",,,"63","36","41"
"USC00166130","CHALMETTE, LA US","2018-11-18","0.00",,,"66","40","46"
"USC00166130","CHALMETTE, LA US","2018-11-19","0.00",,,"72","46","50"
"USC00166130","CHALMETTE, LA US","2018-11-20","0.13",,,"71","50","53"
"USC00166130","CHALMETTE, LA US","2018-11-21","0.00",,,"60","52","55"
"USC00166130","CHALMETTE, LA US","2018-11-22","0.00",,,"61","49","51"
"USC00166130","CHALMETTE, LA US","2018-11-23","0.00",,,"62","45","46"
"USC00166130","CHALMETTE, LA US","2018-11-24","0.00",,,"69","46","62"
"USC00166130","CHALMETTE, LA US","2018-11-25","0.00",,,"75","55","63"
"USC00166130","CHALMETTE, LA US","2018-11-26","0.79",,,"74","48","48"
"USC00166130","CHALMETTE, LA US","2018-11-27","0.00",,,"57","41","41"
"USC00166130","CHALMETTE, LA US","2018-11-28","0.00",,,"54","38","38"
"USC00166130","CHALMETTE, LA US","2018-11-29","0.00",,,"63","38","60"
"USC00166130","CHALMETTE, LA US","2018-11-30","0.02",,,"69","60","64"
"USC00166130","CHALMETTE, LA US","2018-12-01","0.39",,,"77","64","71"
"USC00166130","CHALMETTE, LA US","2018-12-02","0.00",,,"81","64","64"
"USC00166130","CHALMETTE, LA US","2018-12-03","0.00",,,"83","59","59"
"USC00166130","CHALMETTE, LA US","2018-12-04","0.00",,,"67","45","45"
"USC00166130","CHALMETTE, LA US","2018-12-05","0.00",,,"55","41","41"
"USC00166130","CHALMETTE, LA US","2018-12-06","0.00",,,"54","41","43"
"USC00166130","CHALMETTE, LA US","2018-12-07","0.00",,,"60","43","52"
"USC00166130","CHALMETTE, LA US","2018-12-08","0.03",,,"66","52","55"
"USC00166130","CHALMETTE, LA US","2018-12-09","2.11",,,"68","48","48"
"USC00166130","CHALMETTE, LA US","2018-12-10","0.00",,,"48","42","43"
"USC00166130","CHALMETTE, LA US","2018-12-11","0.00",,,"52","35","35"
"USC00166130","CHALMETTE, LA US","2018-12-12","0.00",,,"54","34","38"
"USC00166130","CHALMETTE, LA US","2018-12-13","0.00",,,"61","38","58"
"USC00166130","CHALMETTE, LA US","2018-12-14","0.77",,,"63","56","56"
"USC00166130","CHALMETTE, LA US","2018-12-15","0.00",,,"60","48","50"
"USC00166130","CHALMETTE, LA US","2018-12-16","0.00",,,"54","50","50"
"USC00166130","CHALMETTE, LA US","2018-12-17","0.00",,,"53","43","45"
"USC00166130","CHALMETTE, LA US","2018-12-18","0.00",,,"61","42","50"
"USC00166130","CHALMETTE, LA US","2018-12-19","0.00",,,"63","50","54"
"USC00166130","CHALMETTE, LA US","2018-12-20","0.29",,,"61","54","54"
"USC00166130","CHALMETTE, LA US","2018-12-21","0.51",,,"54","45","45"
"USC00166130","CHALMETTE, LA US","2018-12-22","0.00",,,"54","36","37"
"USC00166130","CHALMETTE, LA US","2018-12-23","0.00",,,"61","37","51"
"USC00166130","CHALMETTE, LA US","2018-12-24","0.00",,,"73","48","49"
"USC00166130","CHALMETTE, LA US","2018-12-25","0.00",,,"57","49","54"
"USC00166130","CHALMETTE, LA US","2018-12-26","0.00",,,"71","54","58"
"USC00166130","CHALMETTE, LA US","2018-12-27","0.33",,,"69","48","48"
"USC00166130","CHALMETTE, LA US","2018-12-28","0.99",,,"74","48","60"
"USC00166130","CHALMETTE, LA US","2018-12-29","0.11",,,"73","60","60"
"USC00166130","CHALMETTE, LA US","2018-12-30","0.33",,,"74","59","59"
"USC00166130","CHALMETTE, LA US","2018-12-31","0.23",,,"73","59","70"
"USC00166130","CHALMETTE, LA US","2019-01-01","0.54","0.0","0.0","74","63","63"
"USC00166130","CHALMETTE, LA US","2019-01-02","0.02","0.0","0.0","78","63","64"
"USC00166130","CHALMETTE, LA US","2019-01-03","0.00","0.0","0.0","70","56","57"
"USC00166130","CHALMETTE, LA US","2019-01-04","0.94","0.0","0.0","69","49","49"
"USC00166130","CHALMETTE, LA US","2019-01-05","0.00","0.0","0.0","59","45","45"
"USC00166130","CHALMETTE, LA US","2019-01-06","0.00","0.0","0.0","65","41","45"
"USC00166130","CHALMETTE, LA US","2019-01-07","0.00","0.0","0.0","67","45","52"
"USC00166130","CHALMETTE, LA US","2019-01-08","0.00","0.0","0.0","72","52","54"
"USC00166130","CHALMETTE, LA US","2019-01-09","0.00","0.0","0.0","61","48","50"
"USC00166130","CHALMETTE, LA US","2019-01-10","0.00","0.0","0.0","53","40","40"
"USC00166130","CHALMETTE, LA US","2019-01-11","0.00","0.0","0.0","59","40","52"
"USC00166130","CHALMETTE, LA US","2019-01-12","0.13","0.0","0.0","70","49","55"
"USC00166130","CHALMETTE, LA US","2019-01-13","0.00","0.0","0.0","55","44","44"
"USC00166130","CHALMETTE, LA US","2019-01-14","0.00","0.0","0.0","44","41","43"
"USC00166130","CHALMETTE, LA US","2019-01-15","0.00","0.0","0.0","48","41","42"
"USC00166130","CHALMETTE, LA US","2019-01-16","0.00","0.0","0.0","59","41","42"
"USC00166130","CHALMETTE, LA US","2019-01-17","0.02","0.0","0.0","65","42","62"
"USC00166130","CHALMETTE, LA US","2019-01-18","0.00","0.0","0.0","73","58","62"
"USC00166130","CHALMETTE, LA US","2019-01-19","0.24","0.0","0.0","71","41","47"
"USC00166130","CHALMETTE, LA US","2019-01-20","0.00","0.0","0.0","47","38","40"
"USC00166130","CHALMETTE, LA US","2019-01-21","0.00","0.0","0.0","52","35","52"
"USC00166130","CHALMETTE, LA US","2019-01-22","0.00","0.0","0.0","70","50","52"
"USC00166130","CHALMETTE, LA US","2019-01-23","2.44","0.0","0.0","68","39","39"
"USC00166130","CHALMETTE, LA US","2019-01-24","0.01","0.0","0.0","50","35","39"
"USC00166130","CHALMETTE, LA US","2019-01-25","0.00","0.0","0.0","52","35","38"
"USC00166130","CHALMETTE, LA US","2019-01-26","0.00","0.0","0.0","57","34","43"
"USC00166130","CHALMETTE, LA US","2019-01-27","0.00","0.0","0.0","58","43","43"
"USC00166130","CHALMETTE, LA US","2019-01-28","0.06","0.0","0.0","65","39","52"
"USC00166130","CHALMETTE, LA US","2019-01-29","0.17","0.0","0.0","52","38","38"
"USC00166130","CHALMETTE, LA US","2019-01-30","0.00","0.0","0.0","49","37","44"
"USC00166130","CHALMETTE, LA US","2019-01-31","0.00","0.0","0.0","64","42","50"
"USC00166130","CHALMETTE, LA US","2019-02-01","0.27","0.0","0.0","61","50","52"
"USC00166130","CHALMETTE, LA US","2019-02-02","0.00","0.0","0.0","62","48","56"
"USC00166130","CHALMETTE, LA US","2019-02-03","0.00","0.0","0.0","70","56","58"
"USC00166130","CHALMETTE, LA US","2019-02-04","0.06","0.0","0.0","77","57","59"
"USC00166130","CHALMETTE, LA US","2019-02-05","0.01","0.0","0.0","76","59","68"
"USC00166130","CHALMETTE, LA US","2019-02-06","0.00","0.0","0.0","79","65","69"
"USC00166130","CHALMETTE, LA US","2019-02-07","0.00","0.0","0.0","80","61","61"
"USC00166130","CHALMETTE, LA US","2019-02-08","0.00","0.0","0.0","62","48","50"
"USC00166130","CHALMETTE, LA US","2019-02-09","0.00","0.0","0.0","56","44","44"
"USC00166130","CHALMETTE, LA US","2019-02-10","0.00","0.0","0.0","54","44","54"
"USC00166130","CHALMETTE, LA US","2019-02-11","0.00","0.0","0.0","62","54","61"
"USC00166130","CHALMETTE, LA US","2019-02-12","0.15","0.0","0.0","75","61","69"
"USC00166130","CHALMETTE, LA US","2019-02-13","0.77","0.0","0.0","69","44","44"
"USC00166130","CHALMETTE, LA US","2019-02-14","0.00","0.0","0.0","68","42","43"
"USC00166130","CHALMETTE, LA US","2019-02-15","0.00","0.0","0.0","69","43","43"
"USC00166130","CHALMETTE, LA US","2019-02-16","0.00","0.0","0.0","76","43","62"
"USC00166130","CHALMETTE, LA US","2019-02-17","0.03","0.0","0.0","76","59","59"
"USC00166130","CHALMETTE, LA US","2019-02-18","0.00","0.0","0.0","59","50","57"
"USC00166130","CHALMETTE, LA US","2019-02-19","0.06","0.0","0.0","70","57","63"
"USC00166130","CHALMETTE, LA US","2019-02-20","0.32","0.0","0.0","74","63","70"
"USC00166130","CHALMETTE, LA US","2019-02-21","0.00","0.0","0.0","79","63","64"
"USC00166130","CHALMETTE, LA US","2019-02-22","0.00","0.0","0.0","80","64","70"
"USC00166130","CHALMETTE, LA US","2019-02-23","0.67","0.0","0.0","78","70","74"
"USC00166130","CHALMETTE, LA US","2019-02-24","0.20","0.0","0.0","74","55","60"
"USC00166130","CHALMETTE, LA US","2019-02-25","0.05","0.0","0.0","60","50","52"
"USC00166130","CHALMETTE, LA US","2019-02-26","0.13","0.0","0.0","64","52","55"
"USC00166130","CHALMETTE, LA US","2019-02-27","0.96","0.0","0.0","74","55","61"
"USC00166130","CHALMETTE, LA US","2019-02-28","0.11","0.0","0.0","75","61","66"
"USC00166130","CHALMETTE, LA US","2019-03-01","0.05","0.0","0.0","75","64","68"
"USC00166130","CHALMETTE, LA US","2019-03-02","0.00","0.0","0.0","73","66","67"
"USC00166130","CHALMETTE, LA US","2019-03-03","0.31","0.0","0.0","77","49","49"
"USC00166130","CHALMETTE, LA US","2019-03-04","0.00","0.0","0.0","49","39","44"
"USC00166130","CHALMETTE, LA US","2019-03-05","0.00","0.0","0.0","50","35","43"
"USC00166130","CHALMETTE, LA US","2019-03-06","0.00","0.0","0.0","53","37","41"
"USC00166130","CHALMETTE, LA US","2019-03-07","0.00","0.0","0.0","61","37","59"
"USC00166130","CHALMETTE, LA US","2019-03-08","0.00","0.0","0.0","74","58","67"
"USC00166130","CHALMETTE, LA US","2019-03-09","0.00","0.0","0.0","80","67","71"
"USC00166130","CHALMETTE, LA US","2019-03-10","0.00","0.0","0.0","80","68","68"
"USC00166130","CHALMETTE, LA US","2019-03-11","0.00","0.0","0.0","82","65","66"
"USC00166130","CHALMETTE, LA US","2019-03-12","0.00","0.0","0.0","69","60","64"
"USC00166130","CHALMETTE, LA US","2019-03-13","0.00","0.0","0.0","77","64","70"
"USC00166130","CHALMETTE, LA US","2019-03-14","0.00","0.0","0.0","79","70","72"
"USC00166130","CHALMETTE, LA US","2019-03-15","0.22","0.0","0.0","73","53","55"
"USC00166130","CHALMETTE, LA US","2019-03-16","0.42","0.0","0.0","57","47","54"
"USC00166130","CHALMETTE, LA US","2019-03-17","0.00","0.0","0.0","62","50","53"
"USC00166130","CHALMETTE, LA US","2019-03-18","0.00","0.0","0.0","62","48","56"
"USC00166130","CHALMETTE, LA US","2019-03-19","0.00","0.0","0.0","64","45","47"
"USC00166130","CHALMETTE, LA US","2019-03-20","0.00","0.0","0.0","68","42","51"
"USC00166130","CHALMETTE, LA US","2019-03-21","0.00","0.0","0.0","70","48","54"
"USC00166130","CHALMETTE, LA US","2019-03-22","0.00","0.0","0.0","70","49","53"
"USC00166130","CHALMETTE, LA US","2019-03-23","0.00","0.0","0.0","73","47","49"
"USC00166130","CHALMETTE, LA US","2019-03-24","0.00","0.0","0.0","75","49","63"
"USC00166130","CHALMETTE, LA US","2019-03-25","0.07","0.0","0.0","80","57","66"
"USC00166130","CHALMETTE, LA US","2019-03-26","0.00","0.0","0.0","68","56","57"
"USC00166130","CHALMETTE, LA US","2019-03-27","0.00","0.0","0.0","70","49","52"
"USC00166130","CHALMETTE, LA US","2019-03-28","0.00","0.0","0.0","71","49","54"
"USC00166130","CHALMETTE, LA US","2019-03-29","0.00","0.0","0.0","74","52","64"
"USC00166130","CHALMETTE, LA US","2019-03-30","0.00","0.0","0.0","78","64","66"
"USC00166130","CHALMETTE, LA US","2019-03-31","0.25","0.0","0.0","68","48","52"
"USC00166130","CHALMETTE, LA US","2019-04-01","0.00","0.0","0.0","65","47","57"
"USC00166130","CHALMETTE, LA US","2019-04-02","0.00","0.0","0.0","69","49","53"
"USC00166130","CHALMETTE, LA US","2019-04-03","0.00","0.0","0.0","74","48","63"
"USC00166130","CHALMETTE, LA US","2019-04-04","4.51","0.0","0.0","65","60","63"
"USC00166130","CHALMETTE, LA US","2019-04-05","2.38","0.0","0.0","75","62","68"
"USC00166130","CHALMETTE, LA US","2019-04-06","0.00","0.0","0.0","82","68","71"
"USC00166130","CHALMETTE, LA US","2019-04-07","0.39","0.0","0.0","80","65","65"
"USC00166130","CHALMETTE, LA US","2019-04-08","0.02","0.0","0.0","81","65","67"
"USC00166130","CHALMETTE, LA US","2019-04-09","0.00","0.0","0.0","83","64","71"
"USC00166130","CHALMETTE, LA US","2019-04-10","0.00","0.0","0.0","85","61","67"
"USC00166130","CHALMETTE, LA US","2019-04-11","0.01","0.0","0.0","85","64","70"
"USC00166130","CHALMETTE, LA US","2019-04-12","0.00","0.0","0.0","80","67","72"
"USC00166130","CHALMETTE, LA US","2019-04-13","0.44","0.0","0.0","83","71","72"
"USC00166130","CHALMETTE, LA US","2019-04-14","0.21","0.0","0.0","74","56","56"
"USC00166130","CHALMETTE, LA US","2019-04-15","0.00","0.0","0.0","77","49","58"
"USC00166130","CHALMETTE, LA US","2019-04-16","0.00","0.0","0.0","73","52","64"
"USC00166130","CHALMETTE, LA US","2019-04-17","0.00","0.0","0.0","75","64","68"
"USC00166130","CHALMETTE, LA US","2019-04-18","0.00","0.0","0.0","78","68","71"
"USC00166130","CHALMETTE, LA US","2019-04-19","0.21","0.0","0.0","78","58","58"
"USC00166130","CHALMETTE, LA US","2019-04-20","0.00","0.0","0.0","68","52","56"
"USC00166130","CHALMETTE, LA US","2019-04-21","0.00","0.0","0.0","71","48","54"
"USC00166130","CHALMETTE, LA US","2019-04-22","0.00","0.0","0.0","74","54","54"
"USC00166130","CHALMETTE, LA US","2019-04-23","0.00","0.0","0.0","75","53","65"
"USC00166130","CHALMETTE, LA US","2019-04-24","0.00","0.0","0.0","77","65","68"
"USC00166130","CHALMETTE, LA US","2019-04-25","1.76","0.0","0.0","74","64","70"
"USC00166130","CHALMETTE, LA US","2019-04-26","0.20","0.0","0.0","80","63","66"
"USC00166130","CHALMETTE, LA US","2019-04-27","0.01","0.0","0.0","77","56","57"
"USC00166130","CHALMETTE, LA US","2019-04-28","0.00","0.0","0.0","78","57","62"
"USC00166130","CHALMETTE, LA US","2019-04-29","0.00","0.0","0.0","80","62","66"
"USC00166130","CHALMETTE, LA US","2019-04-30","0.00","0.0","0.0","84","66","72"
"USC00166130","CHALMETTE, LA US","2019-05-01","0.00","0.0","0.0","80","72","77"
"USC00166130","CHALMETTE, LA US","2019-05-02","0.02","0.0","0.0","80","74","75"
"USC00166130","CHALMETTE, LA US","2019-05-03","0.75","0.0","0.0","84","74","75"
"USC00166130","CHALMETTE, LA US","2019-05-04","1.18","0.0","0.0","81","68","74"
"USC00166130","CHALMETTE, LA US","2019-05-05","0.00","0.0","0.0","84","68","71"
"USC00166130","CHALMETTE, LA US","2019-05-06","0.00","0.0","0.0","89","65","68"
"USC00166130","CHALMETTE, LA US","2019-05-07","0.01","0.0","0.0","94","63","72"
"USC00166130","CHALMETTE, LA US","2019-05-08","0.00","0.0","0.0","92","72","72"
"USC00166130","CHALMETTE, LA US","2019-05-09","1.31","0.0","0.0","92","69","77"
"USC00166130","CHALMETTE, LA US","2019-05-10","1.53","0.0","0.0","82","68","71"
"USC00166130","CHALMETTE, LA US","2019-05-11","0.94","0.0","0.0","90","71","75"
"USC00166130","CHALMETTE, LA US","2019-05-12","5.91","0.0","0.0","85","67","69"
"USC00166130","CHALMETTE, LA US","2019-05-13","0.00","0.0","0.0","84","68","76"
"USC00166130","CHALMETTE, LA US","2019-05-14","0.00","0.0","0.0","90","65","71"
"USC00166130","CHALMETTE, LA US","2019-05-15","0.00","0.0","0.0","87","62","67"
"USC00166130","CHALMETTE, LA US","2019-05-16","0.00","0.0","0.0","91","66","71"
"USC00166130","CHALMETTE, LA US","2019-05-17","0.00","0.0","0.0","89","65","72"
"USC00166130","CHALMETTE, LA US","2019-05-18","0.02","0.0","0.0","90","72","74"
"USC00166130","CHALMETTE, LA US","2019-05-19","0.00","0.0","0.0","80","68","79"
"USC00166130","CHALMETTE, LA US","2019-05-20","0.01","0.0","0.0","96","74","75"
"USC00166130","CHALMETTE, LA US","2019-05-21","0.00","0.0","0.0","91","75","77"
"USC00166130","CHALMETTE, LA US","2019-05-22","0.00","0.0","0.0","92","76","78"
"USC00166130","CHALMETTE, LA US","2019-05-23","0.00","0.0","0.0","94","76","77"
"USC00166130","CHALMETTE, LA US","2019-05-24","0.00","0.0","0.0","95","71","76"
"USC00166130","CHALMETTE, LA US","2019-05-25","0.00","0.0","0.0","93","72","77"
"USC00166130","CHALMETTE, LA US","2019-05-26","0.00","0.0","0.0","95","71","76"
"USC00166130","CHALMETTE, LA US","2019-05-27","0.00","0.0","0.0","94","74","77"
"USC00166130","CHALMETTE, LA US","2019-05-28","0.00","0.0","0.0","94","74","77"
"USC00166130","CHALMETTE, LA US","2019-05-29","0.00","0.0","0.0","93","74","77"
"USC00166130","CHALMETTE, LA US","2019-05-30","0.00","0.0","0.0","95","71","77"
"USC00166130","CHALMETTE, LA US","2019-05-31","0.00","0.0","0.0","99","75","81"
"USC00166130","CHALMETTE, LA US","2019-06-01","0.00","0.0","0.0","95","76","79"
"USC00166130","CHALMETTE, LA US","2019-06-02","0.00","0.0","0.0","96","75","79"
"USC00166130","CHALMETTE, LA US","2019-06-03","0.00","0.0","0.0","97","77","81"
"USC00166130","CHALMETTE, LA US","2019-06-04","0.00","0.0","0.0","94","75","81"
"USC00166130","CHALMETTE, LA US","2019-06-05","0.00","0.0","0.0","90","79","82"
"USC00166130","CHALMETTE, LA US","2019-06-06","0.20","0.0","0.0","89","78","80"
"USC00166130","CHALMETTE, LA US","2019-06-07","2.17","0.0","0.0","90","76","82"
"USC00166130","CHALMETTE, LA US","2019-06-08","0.01","0.0","0.0","92","75","75"
"USC00166130","CHALMETTE, LA US","2019-06-09","0.00","0.0","0.0","93","75","79"
"USC00166130","CHALMETTE, LA US","2019-06-10","0.00","0.0","0.0","94","79","82"
"USC00166130","CHALMETTE, LA US","2019-06-11","0.00","0.0","0.0","89","74","81"
"USC00166130","CHALMETTE, LA US","2019-06-12","0.00","0.0","0.0","86","72","75"
"USC00166130","CHALMETTE, LA US","2019-06-13","0.00","0.0","0.0","91","66","73"
"USC00166130","CHALMETTE, LA US","2019-06-14","0.00","0.0","0.0","91","70","77"
"USC00166130","CHALMETTE, LA US","2019-06-15","0.47","0.0","0.0","86","73","81"
"USC00166130","CHALMETTE, LA US","2019-06-16","0.01","0.0","0.0","95","75","75"
"USC00166130","CHALMETTE, LA US","2019-06-17","0.01","0.0","0.0","89","74","78"
